Conv0 active,Conv0 num filters,Conv0 batch normalization,Conv0 activation,Conv0 dropout,Conv0 max pooling,Conv1 active,Conv1 num filters,Conv1 batch normalization,Conv1 activation,Conv1 dropout,Conv1 max pooling,Conv2 active,Conv2 num filters,Conv2 batch normalization,Conv2 activation,Conv2 dropout,Conv2 max pooling,Conv3 active,Conv3 num filters,Conv3 batch normalization,Conv3 activation,Conv3 dropout,Conv3 max pooling,Conv4 active,Conv4 num filters,Conv4 batch normalization,Conv4 activation,Conv4 dropout,Conv4 max pooling,Dense0 active,Dense0 num nodes,Dense0 batch normalization,Dense0 activation,Dense0 dropout,Dense1 active,Dense1 num nodes,Dense1 batch normalization,Dense1 activation,Dense1 dropout,Dense2 active,Dense2 num nodes,Dense2 batch normalization,Dense2 activation,Dense2 dropout,Dense3 active,Dense3 num nodes,Dense3 batch normalization,Dense3 activation,Dense3 dropout,Optimizer,Val Loss,Val Accuracy
1,32,1,0,4,2,1,64,0,1,9,0,0,32,1,1,3,1,0,64,1,1,9,0,0,16,0,1,1,1,0,256,1,0,0,0,256,1,1,3,0,64,0,0,4,1,512,1,1,1,0,0.04619783163070679,0.9864000082015991
1,64,1,0,4,2,1,64,0,1,9,1,0,32,1,1,3,1,0,64,1,1,9,0,0,16,0,1,1,1,0,256,1,0,0,0,256,1,1,3,0,64,0,0,4,1,512,1,1,1,0,1.1252292394638062,0.6873000264167786
1,64,1,0,4,2,1,64,0,1,9,2,0,32,1,1,3,1,0,64,1,1,0,0,0,16,0,1,1,1,0,256,1,0,0,0,256,1,0,0,1,256,1,0,1,0,512,0,1,2,0,0.039018403738737106,0.9866999983787537
1,64,1,0,4,2,1,64,0,1,9,0,0,32,1,1,3,1,0,64,1,1,9,0,0,16,0,1,1,1,0,256,1,0,0,0,256,1,1,3,0,64,0,0,4,1,512,1,1,1,0,0.03996075317263603,0.9868999719619751
1,32,1,0,4,2,1,64,0,1,9,0,0,32,1,1,2,0,0,16,1,1,9,0,0,16,0,1,1,1,0,256,1,0,0,0,256,1,1,3,0,64,0,0,4,1,512,1,1,1,0,0.06359205394983292,0.9800000190734863
1,32,1,0,4,2,1,64,0,1,9,0,0,32,1,1,2,0,0,16,1,1,9,0,0,16,0,1,1,1,0,256,1,0,0,0,256,1,1,3,0,64,0,0,4,1,512,0,1,1,0,2.3379650115966797,0.10090000182390213
1,32,1,0,4,2,1,64,0,1,9,0,0,32,1,1,3,1,0,64,1,1,0,1,1,128,1,1,2,2,0,32,1,0,1,1,512,1,0,7,0,1024,0,0,4,0,256,1,1,2,0,0.028354888781905174,0.9914000034332275
1,64,1,0,4,2,1,64,0,1,9,2,0,32,1,1,3,1,0,64,1,1,0,1,1,8,1,0,10,0,0,16,0,0,1,1,512,1,0,7,0,1024,0,0,4,0,256,1,1,2,0,0.048109810799360275,0.9842000007629395
1,64,1,0,4,2,1,64,0,1,9,1,0,32,1,1,3,1,0,64,1,1,9,0,0,16,0,1,1,1,0,256,1,0,0,0,256,1,1,3,0,64,0,0,4,1,512,1,1,1,0,3.349738597869873,0.29750001430511475
1,32,1,0,4,2,1,64,0,1,9,0,0,32,1,1,2,0,0,16,1,1,9,0,0,16,0,1,1,1,0,16,0,0,1,1,512,1,0,7,0,1024,0,0,4,0,256,1,1,2,0,0.030616678297519684,0.9908999800682068
1,64,1,0,4,2,1,64,0,1,9,0,0,32,1,1,3,1,0,64,1,1,9,0,0,16,0,1,1,1,0,256,1,0,0,0,256,1,1,3,0,64,0,0,4,1,512,1,1,1,0,0.03981030732393265,0.9866999983787537
1,32,1,0,4,2,1,64,0,1,9,0,0,32,1,1,3,1,0,64,1,1,9,0,0,16,0,1,1,1,0,256,1,0,0,0,256,1,1,3,0,1024,0,0,4,0,256,1,1,2,0,0.04948848858475685,0.9848999977111816
1,64,1,0,4,2,1,64,0,1,9,0,0,32,1,1,2,0,0,16,1,1,9,0,0,16,0,1,1,1,0,256,1,0,0,0,256,1,1,3,0,64,0,0,4,1,512,1,1,1,0,0.04411778971552849,0.9850999712944031
1,32,1,0,4,2,1,64,0,1,9,0,0,32,1,1,2,0,0,16,1,1,9,0,0,16,0,1,1,1,0,16,0,0,1,1,512,1,0,7,0,1024,0,0,4,0,256,1,1,2,0,0.03188400715589523,0.9890999794006348
1,32,1,0,4,0,1,64,0,1,9,0,0,32,1,1,2,0,0,16,1,1,9,1,1,128,1,1,2,2,0,32,1,0,1,1,512,1,0,7,0,1024,0,0,4,0,256,1,1,2,0,0.04193856939673424,0.9861000180244446
1,32,1,0,4,1,1,64,0,1,9,0,0,32,1,1,3,1,0,64,1,1,9,0,0,16,0,1,1,1,0,256,1,0,0,0,256,1,0,0,1,256,1,0,1,0,512,0,1,2,0,0.029017437249422073,0.9901999831199646
1,64,1,0,4,2,1,64,0,1,9,2,0,32,1,1,3,0,0,16,1,1,9,0,0,16,0,1,1,1,0,16,0,0,1,1,512,1,0,7,0,1024,0,0,4,0,256,1,1,2,0,0.03014250472187996,0.9897000193595886
1,32,1,0,4,2,1,64,0,1,9,0,0,32,1,1,2,0,0,16,1,1,9,0,0,16,0,1,1,1,0,16,0,0,1,1,512,1,0,7,0,1024,0,0,4,0,256,1,1,2,0,0.034952014684677124,0.9896000027656555
