Conv0 active,Conv0 num filters,Conv0 batch normalization,Conv0 activation,Conv0 dropout,Conv0 max pooling,Conv1 active,Conv1 num filters,Conv1 batch normalization,Conv1 activation,Conv1 dropout,Conv1 max pooling,Conv2 active,Conv2 num filters,Conv2 batch normalization,Conv2 activation,Conv2 dropout,Conv2 max pooling,Conv3 active,Conv3 num filters,Conv3 batch normalization,Conv3 activation,Conv3 dropout,Conv3 max pooling,Conv4 active,Conv4 num filters,Conv4 batch normalization,Conv4 activation,Conv4 dropout,Conv4 max pooling,Dense0 active,Dense0 num nodes,Dense0 batch normalization,Dense0 activation,Dense0 dropout,Dense1 active,Dense1 num nodes,Dense1 batch normalization,Dense1 activation,Dense1 dropout,Dense2 active,Dense2 num nodes,Dense2 batch normalization,Dense2 activation,Dense2 dropout,Dense3 active,Dense3 num nodes,Dense3 batch normalization,Dense3 activation,Dense3 dropout,Optimizer,Val Loss,Val Accuracy
1,256,1,1,8,2,1,16,0,0,0,1,1,32,1,0,0,0,0,32,0,1,4,2,1,256,0,1,5,0,1,256,1,0,1,0,32,1,1,0,0,1024,0,0,5,0,64,1,0,7,1,0.05635799468,0.9840999842
1,256,1,1,1,2,1,8,0,0,0,1,1,32,1,0,10,0,0,32,0,1,4,2,1,256,1,1,5,0,1,256,1,0,4,0,128,1,1,4,0,256,0,0,5,0,64,1,0,9,2,0.04496492073,0.9858000278
1,64,1,0,0,0,1,32,0,1,8,0,1,256,0,0,0,0,0,256,0,1,10,1,0,16,1,1,1,2,0,16,0,1,6,1,32,1,1,0,0,1024,0,0,9,0,64,1,1,9,2,0.7218674421,0.9736999869
1,32,0,0,4,2,0,32,0,1,8,0,0,8,0,0,9,0,1,32,0,1,4,2,1,256,1,1,5,0,1,256,1,0,4,0,128,1,1,4,0,256,0,0,5,0,64,1,0,9,2,0.1333204359,0.9616000056
1,256,1,1,8,2,1,16,0,0,0,1,1,32,1,0,0,0,0,32,0,1,4,2,1,256,0,1,5,0,1,256,1,0,1,0,32,1,1,0,0,1024,0,0,5,0,64,1,0,7,1,0.0447043255,0.9873999953
1,256,1,1,8,2,1,16,0,0,0,1,1,8,1,0,0,0,1,32,0,1,4,2,1,256,0,1,5,0,1,256,1,0,1,0,32,1,1,0,0,1024,0,0,5,0,64,1,0,9,2,0.1519742459,0.9541000128
1,64,1,0,0,2,1,16,0,0,0,0,0,128,1,1,5,2,1,32,0,0,1,0,0,16,1,1,1,2,0,16,0,1,6,1,32,1,1,0,0,64,1,1,6,1,16,1,0,9,0,0.03744026273,0.9880999923
1,32,0,1,4,2,1,32,0,1,8,0,1,256,0,0,0,0,0,256,0,1,10,1,0,16,1,1,1,2,0,16,0,1,6,0,32,1,1,0,0,1024,0,0,9,0,64,1,0,9,0,2.301072359,0.113499999
1,64,1,0,0,1,1,32,0,1,8,0,0,8,0,0,9,0,1,8,1,1,6,0,1,256,1,0,3,2,1,32,1,0,5,0,128,1,0,4,0,256,0,0,5,0,64,1,0,9,0,0.04497378692,0.9850000143
1,256,1,1,1,2,1,8,0,0,0,1,1,32,1,0,10,0,0,32,0,1,4,2,1,256,1,1,5,0,1,256,1,0,4,0,128,1,1,4,0,256,0,0,5,0,64,1,0,9,2,0.05641528219,0.9829000235
1,64,1,0,0,0,1,32,0,1,8,0,0,8,0,0,9,0,1,8,1,1,6,0,1,256,1,0,3,2,1,32,1,0,5,0,64,1,1,0,0,1024,0,0,9,0,64,1,1,9,2,0.1349987239,0.9677000046
1,32,1,0,4,2,1,64,0,1,9,0,0,32,1,1,2,0,0,16,1,1,9,0,0,16,0,1,1,1,0,16,0,0,1,1,512,1,0,7,0,1024,0,0,4,0,256,1,1,2,0,0.051530089229345,0.983200013637543
1,32,1,0,4,2,1,64,0,1,9,0,0,32,1,1,2,0,0,16,1,1,9,0,0,16,0,1,1,1,0,16,0,0,1,1,512,1,0,7,0,1024,0,0,4,0,256,1,1,2,0,0.031479567289353,0.989000022411346
